date,state,district,pincode,demo_age_5_17,demo_age_17_plus
2025-09-17,Bihar,Aurangabad,824123,1,20
2025-09-17,Bihar,Aurangabad,824301,1,52
2025-09-17,Bihar,Aurangabad,824303,1,3
2025-09-17,Bihar,Banka,811308,0,1
2025-09-17,Bihar,Banka,813104,1,40
2025-09-17,Bihar,Banka,813105,3,36
2025-09-17,Bihar,Banka,813118,0,5
2025-09-17,Bihar,Banka,813121,0,2
2025-09-17,Bihar,Banka,813224,1,25
2025-09-17,Bihar,Begusarai,851101,2,46
2025-09-17,Bihar,Begusarai,851111,3,50
2025-09-17,Bihar,Begusarai,851113,1,10
2025-09-17,Bihar,Begusarai,851115,0,2
2025-09-17,Bihar,Begusarai,851126,1,16
2025-09-17,Bihar,Begusarai,851131,1,49
2025-09-17,Bihar,Begusarai,851217,7,45
2025-09-17,Bihar,Begusarai,851225,1,0
2025-09-17,Bihar,Bhagalpur,812002,2,25
2025-09-17,Bihar,Bhagalpur,812003,0,11
2025-09-17,Bihar,Bhagalpur,813105,1,47
2025-09-17,Bihar,Bhagalpur,813108,1,34
2025-09-17,Bihar,Bhagalpur,813209,4,99
2025-09-17,Bihar,Bhojpur,802313,3,13
2025-09-17,Bihar,Bhojpur,802316,0,31
2025-09-17,Bihar,Bhojpur,802351,2,25
2025-09-17,Bihar,Buxar,802119,3,52
2025-09-17,Bihar,Buxar,802120,1,9
2025-09-17,Bihar,Buxar,802123,0,29
2025-09-17,Bihar,Buxar,802134,2,22
2025-09-17,Bihar,Buxar,802135,3,6
2025-09-17,Bihar,Darbhanga,846002,2,12
2025-09-17,Bihar,Darbhanga,846004,4,60
2025-09-17,Bihar,Darbhanga,847101,7,41
2025-09-17,Bihar,Darbhanga,847102,0,1
2025-09-17,Bihar,Darbhanga,847107,0,2
2025-09-17,Bihar,Darbhanga,847121,2,19
2025-09-17,Bihar,Darbhanga,847234,0,9
2025-09-17,Bihar,Darbhanga,847303,1,9
2025-09-17,Bihar,Darbhanga,847422,3,14
2025-09-17,Bihar,Darbhanga,847427,1,50
2025-09-17,Bihar,East Champaran,845302,3,99
2025-09-17,Bihar,East Champaran,845412,4,37
2025-09-17,Bihar,East Champaran,845418,13,98
2025-09-17,Bihar,East Champaran,845426,4,82
2025-09-17,Bihar,East Champaran,845430,0,44
2025-09-17,Bihar,East Champaran,855456,0,1
2025-09-17,Bihar,Gaya,804424,0,12
2025-09-17,Bihar,Gaya,804435,1,0
2025-09-17,Bihar,Gaya,823002,2,47
2025-09-17,Bihar,Gaya,823003,7,102
2025-09-17,Bihar,Gaya,824201,8,125
2025-09-17,Bihar,Gaya,824210,2,47
2025-09-17,Bihar,Gaya,824234,0,4
2025-09-17,Bihar,Gaya,824237,7,59
2025-09-17,Bihar,Gopalganj,841420,0,8
2025-09-17,Bihar,Gopalganj,841425,0,24
2025-09-17,Bihar,Gopalganj,841428,1,60
2025-09-17,Bihar,Gopalganj,841437,2,30
2025-09-17,Bihar,Gopalganj,841440,0,8
2025-09-17,Bihar,Gopalganj,841501,1,25
2025-09-17,Bihar,Jamui,811301,1,59
2025-09-17,Bihar,Jehanabad,804418,2,57
2025-09-17,Bihar,Jehanabad,804429,3,26
2025-09-17,Bihar,Jehanabad,804433,0,1
2025-09-17,Bihar,Kaimur (Bhabua),821106,7,62
2025-09-17,Bihar,Katihar,854113,1,82
2025-09-17,Bihar,Katihar,854117,1,71
2025-09-17,Bihar,Katihar,855102,3,183
2025-09-17,Bihar,Katihar,855113,4,230
2025-09-17,Bihar,Khagaria,848203,2,42
2025-09-17,Bihar,Khagaria,851201,3,18
2025-09-17,Bihar,Khagaria,851212,2,29
2025-09-17,Bihar,Khagaria,853203,4,5
2025-09-17,Bihar,Kishanganj,855101,10,334
2025-09-17,Bihar,Lakhisarai,811106,7,52
2025-09-17,Bihar,Lakhisarai,811112,0,18
2025-09-17,Bihar,Lakhisarai,811302,4,59
2025-09-17,Bihar,Madhepura,852101,6,36
2025-09-17,Bihar,Madhepura,852116,2,32
2025-09-17,Bihar,Madhepura,852210,1,75
2025-09-17,Bihar,Madhubani,847122,1,14
2025-09-17,Bihar,Madhubani,847224,4,45
2025-09-17,Bihar,Madhubani,847227,2,29
2025-09-17,Bihar,Madhubani,847231,1,8
2025-09-17,Bihar,Madhubani,847234,4,23
2025-09-17,Bihar,Madhubani,847235,1,29
2025-09-17,Bihar,Madhubani,847240,5,26
2025-09-17,Bihar,Madhubani,847304,2,23
2025-09-17,Bihar,Madhubani,847306,0,2
2025-09-17,Bihar,Madhubani,847401,7,37
2025-09-17,Bihar,Madhubani,847407,0,7
2025-09-17,Bihar,Munger,811211,1,44
2025-09-17,Bihar,Muzaffarpur,843106,1,9
2025-09-17,Bihar,Muzaffarpur,843108,2,41
2025-09-17,Bihar,Muzaffarpur,843115,1,24
2025-09-17,Bihar,Muzaffarpur,843122,0,14
2025-09-17,Bihar,Muzaffarpur,843139,0,5
2025-09-17,Bihar,Muzaffarpur,843161,0,3
2025-09-17,Bihar,Muzaffarpur,844127,1,33
2025-09-17,Bihar,Muzaffarpur,847107,2,7
2025-09-17,Bihar,Nalanda,801303,6,60
2025-09-17,Bihar,Nalanda,801306,2,28
2025-09-17,Bihar,Nalanda,801307,1,14
2025-09-17,Bihar,Nalanda,803101,19,175
2025-09-17,Bihar,Nalanda,803107,11,132
2025-09-17,Bihar,Nalanda,803108,4,36
2025-09-17,Bihar,Nalanda,803113,2,37
2025-09-17,Bihar,Nalanda,803117,3,38
2025-09-17,Bihar,Nalanda,803120,0,14
2025-09-17,Bihar,Nalanda,803202,0,6
2025-09-17,Bihar,Nawada,805110,6,59
2025-09-17,Bihar,Nawada,805112,2,29
2025-09-17,Bihar,Nawada,805121,4,25
2025-09-17,Bihar,Nawada,805124,3,84
2025-09-17,Bihar,Nawada,805130,11,74
2025-09-17,Bihar,Pashchim Champaran,845450,1,0
2025-09-17,Bihar,Patna,800004,3,32
2025-09-17,Bihar,Patna,800007,0,71
2025-09-17,Bihar,Patna,800009,3,23
2025-09-17,Bihar,Patna,800010,1,6
2025-09-17,Bihar,Patna,800012,3,18
2025-09-17,Bihar,Patna,800024,3,11
2025-09-17,Bihar,Patna,801108,3,33
2025-09-17,Bihar,Patna,803213,8,123
2025-09-17,Bihar,Patna,803302,2,59
2025-09-17,Bihar,Patna,804452,3,47
2025-09-17,Bihar,Patna,811302,0,1
2025-09-17,Bihar,Purba Champaran,845305,0,2
2025-09-17,Bihar,Purnea,854203,1,0
2025-09-17,Bihar,Purnia,854102,3,36
2025-09-17,Bihar,Purnia,854114,1,0
2025-09-17,Bihar,Purnia,854201,0,21
2025-09-17,Bihar,Purnia,854304,9,111
2025-09-17,Bihar,Purnia,854317,1,15
2025-09-17,Bihar,Purnia,855105,0,7
2025-09-17,Bihar,Purnia,855115,1,37
2025-09-17,Bihar,Rohtas,802214,2,27
2025-09-17,Bihar,Rohtas,802219,4,16
2025-09-17,Bihar,Rohtas,821104,3,53
2025-09-17,Bihar,Rohtas,821310,2,41
2025-09-17,Bihar,Rohtas,821311,3,16
2025-09-17,Bihar,Rohtas,821312,3,34
2025-09-17,Bihar,Saharsa,852107,2,26
2025-09-17,Bihar,Saharsa,852124,3,39
2025-09-17,Bihar,Saharsa,852130,0,1
2025-09-17,Bihar,Saharsa,852201,2,55
2025-09-17,Bihar,Saharsa,852221,2,33
2025-09-17,Bihar,Samastipur,848113,3,18
2025-09-17,Bihar,Samastipur,848117,8,92
2025-09-17,Bihar,Samastipur,848122,2,11
2025-09-17,Bihar,Samastipur,848125,0,23
2025-09-17,Bihar,Samastipur,848160,0,11
2025-09-17,Bihar,Samastipur,848506,1,20
2025-09-17,Bihar,Saran,841207,2,67
2025-09-17,Bihar,Saran,841208,0,13
2025-09-17,Bihar,Saran,841209,0,12
2025-09-17,Bihar,Saran,841213,2,13
2025-09-17,Bihar,Saran,841219,7,46
2025-09-17,Bihar,Saran,841223,0,6
2025-09-17,Bihar,Saran,841302,0,1
2025-09-17,Bihar,Saran,841312,0,2
2025-09-17,Bihar,Saran,841313,2,10
2025-09-17,Bihar,Saran,841419,5,25
2025-09-17,Bihar,Saran,841424,6,39
2025-09-17,Bihar,Sheikhpura,811103,12,100
2025-09-17,Bihar,Sheikhpura,811105,5,131
2025-09-17,Bihar,Sheikpura,811103,0,1
2025-09-17,Bihar,Sitamarhi,843314,1,53
2025-09-17,Bihar,Siwan,841233,2,19
2025-09-17,Bihar,Siwan,841239,3,29
2025-09-17,Bihar,Siwan,841240,1,7
2025-09-17,Bihar,Siwan,841242,0,2
2025-09-17,Bihar,Siwan,841287,0,6
2025-09-17,Bihar,Siwan,841427,0,1
2025-09-17,Bihar,Siwan,841502,0,6
2025-09-17,Bihar,Siwan,841504,3,24
2025-09-17,Bihar,Siwan,841509,0,5
2025-09-17,Bihar,Supaul,847402,0,4
2025-09-17,Bihar,Supaul,847451,0,15
2025-09-17,Bihar,Supaul,847452,1,43
2025-09-17,Bihar,Supaul,852108,0,7
2025-09-17,Bihar,Supaul,852123,0,1
2025-09-17,Bihar,Supaul,852130,1,28
2025-09-17,Bihar,Supaul,852139,1,39
2025-09-17,Bihar,Supaul,852218,1,14
2025-09-17,Bihar,Supaul,854339,3,26
2025-09-17,Bihar,Vaishali,843104,0,3
2025-09-17,Bihar,Vaishali,844119,0,13
2025-09-17,Bihar,Vaishali,844121,2,25
2025-09-17,Bihar,Vaishali,844124,0,13
2025-09-17,Bihar,Vaishali,844125,6,9
2025-09-17,Bihar,Vaishali,844501,0,9
2025-09-17,Bihar,Vaishali,844502,1,25
2025-09-17,Bihar,Vaishali,844503,2,35
2025-09-17,Bihar,West Champaran,845103,4,62
2025-09-17,Bihar,West Champaran,845105,8,86
2025-09-17,Bihar,West Champaran,845307,3,80
2025-09-16,Bihar,Araria,854311,15,194
2025-09-16,Bihar,Arwal,804404,0,1
2025-09-16,Bihar,Arwal,804423,4,17
2025-09-16,Bihar,Arwal,804430,0,4
2025-09-16,Bihar,Aurangabad,824122,5,75
2025-09-16,Bihar,Aurangabad,824216,1,1
2025-09-16,Bihar,Banka,813119,0,6
2025-09-16,Bihar,Banka,813121,0,2
2025-09-16,Bihar,Banka,813212,3,4
2025-09-16,Bihar,Begusarai,851116,1,11
2025-09-16,Bihar,Begusarai,851117,2,26
2025-09-16,Bihar,Begusarai,851118,0,17
2025-09-16,Bihar,Begusarai,851122,0,14
2025-09-16,Bihar,Begusarai,851127,7,88
2025-09-16,Bihar,Begusarai,851210,1,17
2025-09-16,Bihar,Begusarai,851217,7,80
2025-09-16,Bihar,Begusarai,851219,3,24
2025-09-16,Bihar,Bhagalpur,812004,2,31
2025-09-16,Bihar,Bhagalpur,812006,3,74
2025-09-16,Bihar,Bhagalpur,813108,7,52
2025-09-16,Bihar,Bhagalpur,813129,0,4
2025-09-16,Bihar,Bhagalpur,813222,2,31
2025-09-16,Bihar,Bhagalpur,853201,3,49
2025-09-16,Bihar,Bhagalpur,853203,3,55
2025-09-16,Bihar,Bhojpur,802154,1,40
2025-09-16,Bihar,Bhojpur,802156,3,27
2025-09-16,Bihar,Bhojpur,802202,0,17
2025-09-16,Bihar,Bhojpur,802222,0,28
2025-09-16,Bihar,Bhojpur,802223,4,107
2025-09-16,Bihar,Bhojpur,802315,0,11
2025-09-16,Bihar,Buxar,802102,0,15
2025-09-16,Bihar,Buxar,802103,1,39
2025-09-16,Bihar,Buxar,802136,0,12
2025-09-16,Bihar,Darbhanga,846003,3,40
2025-09-16,Bihar,Darbhanga,847105,2,52
2025-09-16,Bihar,Darbhanga,847115,3,35
2025-09-16,Bihar,Darbhanga,847121,3,26
2025-09-16,Bihar,Darbhanga,847201,4,59
2025-09-16,Bihar,Darbhanga,847304,1,17
2025-09-16,Bihar,Darbhanga,847427,0,32
2025-09-16,Bihar,East Champaran,845436,0,48
2025-09-16,Bihar,East Champaran,845437,7,137
2025-09-16,Bihar,Gaya,804407,1,16
2025-09-16,Bihar,Gaya,805131,2,73
2025-09-16,Bihar,Gaya,805135,0,1
2025-09-16,Bihar,Gaya,823002,5,75
2025-09-16,Bihar,Gaya,824206,14,198
2025-09-16,Bihar,Gaya,824211,7,111
2025-09-16,Bihar,Gaya,824217,8,69
2025-09-16,Bihar,Gaya,824233,7,61
2025-09-16,Bihar,Gaya,824235,4,68
2025-09-16,Bihar,Gopalganj,841405,8,46
2025-09-16,Bihar,Gopalganj,841407,2,32
2025-09-16,Bihar,Gopalganj,841425,2,34
2025-09-16,Bihar,Gopalganj,841426,5,64
2025-09-16,Bihar,Gopalganj,841503,1,28
2025-09-16,Bihar,Gopalganj,841508,2,21
2025-09-16,Bihar,Jamui,811305,3,72
2025-09-16,Bihar,Jehanabad,804403,0,3
2025-09-16,Bihar,Jehanabad,804422,4,38
2025-09-16,Bihar,Jehanabad,804427,6,37
2025-09-16,Bihar,Kaimur (Bhabua),802132,3,65
2025-09-16,Bihar,Kaimur (Bhabua),821101,9,109
2025-09-16,Bihar,Kaimur (Bhabua),821103,2,54
2025-09-16,Bihar,Kaimur (Bhabua),821106,9,95
2025-09-16,Bihar,Kaimur (Bhabua),821110,2,65
2025-09-16,Bihar,Katihar,854117,1,52
2025-09-16,Bihar,Katihar,854317,14,358
2025-09-16,Bihar,Khagaria,848203,9,129
2025-09-16,Bihar,Khagaria,851201,1,76
2025-09-16,Bihar,Khagaria,851204,13,104
2025-09-16,Bihar,Khagaria,851214,4,72
2025-09-16,Bihar,Kishanganj,854333,2,23
2025-09-16,Bihar,Lakhisarai,811212,0,3
2025-09-16,Bihar,Lakhisarai,811309,2,30
2025-09-16,Bihar,Madhepura,852108,3,6
2025-09-16,Bihar,Madhepura,852115,3,43
2025-09-16,Bihar,Madhepura,852131,0,7
2025-09-16,Bihar,Madhepura,852210,7,58
2025-09-16,Bihar,Madhepura,853204,0,9
2025-09-16,Bihar,Madhubani,847213,2,15
2025-09-16,Bihar,Madhubani,847215,0,4
2025-09-16,Bihar,Madhubani,847227,2,38
2025-09-16,Bihar,Madhubani,847235,3,50
2025-09-16,Bihar,Madhubani,847239,1,7
2025-09-16,Bihar,Madhubani,847305,0,7
2025-09-16,Bihar,Madhubani,847403,0,23
2025-09-16,Bihar,Madhubani,847409,4,45
2025-09-16,Bihar,Monghyr,811201,0,4
2025-09-16,Bihar,Munger,811201,3,111
2025-09-16,Bihar,Munger,811211,4,91
2025-09-16,Bihar,Munger,811213,9,132
2025-09-16,Bihar,Munger,813201,2,22
2025-09-16,Bihar,Muzaffarpur,842001,4,68
2025-09-16,Bihar,Muzaffarpur,843102,2,16
2025-09-16,Bihar,Muzaffarpur,843103,1,110
2025-09-16,Bihar,Muzaffarpur,843104,3,22
2025-09-16,Bihar,Muzaffarpur,843105,2,34
2025-09-16,Bihar,Muzaffarpur,843108,0,39
2025-09-16,Bihar,Muzaffarpur,843109,7,118
2025-09-16,Bihar,Muzaffarpur,843111,6,141
2025-09-16,Bihar,Muzaffarpur,843112,7,39
2025-09-16,Bihar,Muzaffarpur,843116,0,5
2025-09-16,Bihar,Muzaffarpur,843165,0,40
2025-09-16,Bihar,Muzaffarpur,843312,3,33
2025-09-16,Bihar,Muzaffarpur,843328,1,7
2025-09-16,Bihar,Muzaffarpur,844111,0,8
2025-09-16,Bihar,Nalanda,801304,6,42
2025-09-16,Bihar,Nalanda,803110,7,182
2025-09-16,Bihar,Nalanda,803111,4,75
2025-09-16,Bihar,Nalanda,803113,1,32
2025-09-16,Bihar,Nalanda,803114,4,69
2025-09-16,Bihar,Nalanda,803120,0,14
2025-09-16,Bihar,Nalanda,805105,1,6
2025-09-16,Bihar,Nalanda,811102,1,8
2025-09-16,Bihar,Nalanda,811104,3,29
2025-09-16,Bihar,Nawada,803109,0,2
2025-09-16,Bihar,Nawada,805110,5,60
2025-09-16,Bihar,Nawada,805124,5,61
2025-09-16,Bihar,Nawada,805129,1,13
2025-09-16,Bihar,Nawada,805141,0,8
2025-09-16,Bihar,Patna,800012,2,28
2025-09-16,Bihar,Patna,800014,3,24
2025-09-16,Bihar,Patna,800023,2,19
2025-09-16,Bihar,Patna,800025,0,5
2025-09-16,Bihar,Patna,800026,1,24
2025-09-16,Bihar,Patna,800111,2,18
2025-09-16,Bihar,Patna,801102,10,37
2025-09-16,Bihar,Patna,801103,7,66
2025-09-16,Bihar,Patna,801105,1,26
2025-09-16,Bihar,Patna,801113,1,12
2025-09-16,Bihar,Patna,801117,0,5
2025-09-16,Bihar,Patna,803212,7,52
2025-09-16,Bihar,Patna,803213,10,134
2025-09-16,Bihar,Patna,803302,1,54
2025-09-16,Bihar,Patna,804401,1,5
2025-09-16,Bihar,Patna,804451,5,72
2025-09-16,Bihar,Patna,804454,0,20
2025-09-16,Bihar,Patna,811104,3,9
2025-09-16,Bihar,Purba Champaran,845303,0,2
2025-09-16,Bihar,Purba Champaran,845401,0,3
2025-09-16,Bihar,Purba Champaran,845413,0,1
2025-09-16,Bihar,Purnea,854303,0,2
2025-09-16,Bihar,Purnia,854201,3,22
2025-09-16,Bihar,Purnia,854203,3,31
2025-09-16,Bihar,Purnia,854206,3,26
2025-09-16,Bihar,Purnia,854304,2,142
2025-09-16,Bihar,Purnia,855115,1,41
2025-09-16,Bihar,Rohtas,821108,1,31
2025-09-16,Bihar,Rohtas,821305,3,56
2025-09-16,Bihar,Rohtas,821306,1,46
2025-09-16,Bihar,Rohtas,821312,3,54
2025-09-16,Bihar,Saharsa,852121,0,7
2025-09-16,Bihar,Saharsa,852126,0,31
2025-09-16,Bihar,Saharsa,852210,0,3
2025-09-16,Bihar,Saharsa,852216,6,67
2025-09-16,Bihar,Samastipur,848205,5,39
2025-09-16,Bihar,Samastipur,848210,2,59
2025-09-16,Bihar,Samastipur,848216,2,4
2025-09-16,Bihar,Samastipur,848220,0,2
2025-09-16,Bihar,Samastipur,848504,1,35
2025-09-16,Bihar,Samstipur,848125,0,1
2025-09-16,Bihar,Saran,841202,4,23
2025-09-16,Bihar,Saran,841212,0,18
2025-09-16,Bihar,Saran,841225,0,4
2025-09-16,Bihar,Saran,841403,4,57
2025-09-16,Bihar,Saran,841414,3,33
2025-09-16,Bihar,Saran,841417,3,86
2025-09-16,Bihar,Sheikhpura,811315,0,3
2025-09-16,Bihar,Sheohar,843128,3,68
2025-09-16,Bihar,Sheohar,843316,1,29
2025-09-16,Bihar,Sheohar,843329,8,180
2025-09-16,Bihar,Sitamarhi,843301,2,19
2025-09-16,Bihar,Sitamarhi,843311,2,31
2025-09-16,Bihar,Sitamarhi,843314,6,130
2025-09-16,Bihar,Sitamarhi,843322,1,28
2025-09-16,Bihar,Sitamarhi,843324,10,156
2025-09-16,Bihar,Sitamarhi,843326,0,21
2025-09-16,Bihar,Sitamarhi,843330,3,69
2025-09-16,Bihar,Sitamarhi,843331,8,88
2025-09-16,Bihar,Siwan,841227,2,34
2025-09-16,Bihar,Siwan,841232,2,36
2025-09-16,Bihar,Siwan,841238,1,65
2025-09-16,Bihar,Siwan,841434,5,39
2025-09-16,Bihar,Siwan,841504,1,33
2025-09-16,Bihar,Supaul,847452,1,54
2025-09-16,Bihar,Supaul,852108,1,21
2025-09-16,Bihar,Supaul,852138,0,29
2025-09-16,Bihar,Supaul,852139,5,53
2025-09-16,Bihar,Supaul,854338,0,6
2025-09-16,Bihar,Vaishali,843110,0,40
2025-09-16,Bihar,Vaishali,844118,5,43
2025-09-16,Bihar,Vaishali,844119,1,10
2025-09-16,Bihar,Vaishali,844121,0,55
2025-09-16,Bihar,Vaishali,844122,11,102
2025-09-16,Bihar,Vaishali,844124,1,13
2025-09-16,Bihar,Vaishali,844125,4,33
2025-09-16,Bihar,Vaishali,844128,0,18
2025-09-16,Bihar,Vaishali,844503,1,42
2025-09-16,Bihar,Vaishali,844509,1,12
2025-09-16,Bihar,West Champaran,845105,8,194
2025-09-16,Bihar,West Champaran,845106,5,186
2025-09-16,Bihar,West Champaran,845307,6,147
2025-09-16,Bihar,West Champaran,845450,11,138
2025-09-16,Bihar,West Champaran,845459,5,132
2025-09-18,Bihar,Araria,854316,1,58
2025-09-18,Bihar,Arwal,804401,3,53
2025-09-18,Bihar,Aurangabad,824102,5,97
2025-09-18,Bihar,Aurangabad,824103,3,67
2025-09-18,Bihar,Aurangabad,824121,1,82
2025-09-18,Bihar,Aurangabad,824123,4,35
2025-09-18,Bihar,Aurangabad,824127,0,2
2025-09-18,Bihar,Aurangabad,824129,1,44
2025-09-18,Bihar,Aurangabad,824203,2,101
2025-09-18,Bihar,Aurangabad,824205,0,3
2025-09-18,Bihar,Aurangabad,824301,14,56
2025-09-18,Bihar,Aurangabad(bh),824121,0,3
2025-09-18,Bihar,Aurangabad(bh),824124,0,2
2025-09-18,Bihar,Banka,813101,8,119
2025-09-18,Bihar,Banka,813105,7,101
2025-09-18,Bihar,Banka,813107,4,73
2025-09-18,Bihar,Banka,813118,0,6
2025-09-18,Bihar,Banka,813119,2,5
2025-09-18,Bihar,Banka,813127,0,3
2025-09-18,Bihar,Banka,813202,4,60
2025-09-18,Bihar,Banka,813224,1,7
2025-09-18,Bihar,Begusarai,848204,3,68
2025-09-18,Bihar,Begusarai,851101,7,25
2025-09-18,Bihar,Begusarai,851115,0,4
2025-09-18,Bihar,Begusarai,851122,2,17
2025-09-18,Bihar,Begusarai,851129,13,118
2025-09-18,Bihar,Begusarai,851134,3,49
2025-09-18,Bihar,Begusarai,851135,1,41
2025-09-18,Bihar,Begusarai,851217,37,142
2025-09-18,Bihar,Begusarai,851219,2,11
2025-09-18,Bihar,Bhabua,821110,0,1
2025-09-18,Bihar,Bhagalpur,812002,3,34
2025-09-18,Bihar,Bhagalpur,812003,1,16
2025-09-18,Bihar,Bhagalpur,813113,1,10
2025-09-18,Bihar,Bhagalpur,813201,1,12
2025-09-18,Bihar,Bhagalpur,813211,0,2
2025-09-18,Bihar,Bhagalpur,813213,2,72
2025-09-18,Bihar,Bhagalpur,813227,0,3
2025-09-18,Bihar,Bhagalpur,853204,6,178
2025-09-18,Bihar,Bhagalpur,853205,4,62
2025-09-18,Bihar,Bhojpur,802158,1,72
2025-09-18,Bihar,Bhojpur,802159,1,18
2025-09-18,Bihar,Bhojpur,802160,0,54
2025-09-18,Bihar,Bhojpur,802161,9,146
2025-09-18,Bihar,Bhojpur,802162,1,20
2025-09-18,Bihar,Bhojpur,802165,7,68
2025-09-18,Bihar,Bhojpur,802204,0,63
2025-09-18,Bihar,Bhojpur,802223,4,104
2025-09-18,Bihar,Bhojpur,802302,2,10
2025-09-18,Bihar,Bhojpur,802315,0,17
2025-09-18,Bihar,Buxar,802119,1,89
2025-09-18,Bihar,Buxar,802133,6,47
2025-09-18,Bihar,Buxar,802135,0,10
2025-09-18,Bihar,Darbhanga,846009,6,52
2025-09-18,Bihar,Darbhanga,847102,0,1
2025-09-18,Bihar,Darbhanga,847107,0,4
2025-09-18,Bihar,Darbhanga,847121,0,18
2025-09-18,Bihar,Darbhanga,847234,0,8
2025-09-18,Bihar,Darbhanga,847301,4,24
2025-09-18,Bihar,Darbhanga,847303,3,22
2025-09-18,Bihar,Darbhanga,847307,0,27
2025-09-18,Bihar,Darbhanga,848209,2,32
2025-09-18,Bihar,East Champaran,845303,7,160
2025-09-18,Bihar,East Champaran,845305,5,83
2025-09-18,Bihar,East Champaran,845315,8,56
2025-09-18,Bihar,East Champaran,845417,4,70
2025-09-18,Bihar,East Champaran,845425,4,43
2025-09-18,Bihar,East Champaran,845429,7,48
2025-09-18,Bihar,East Champaran,845431,2,27
2025-09-18,Bihar,East Champaran,845458,4,64
2025-09-18,Bihar,East Champaran,855456,0,2
2025-09-18,Bihar,Gaya,823003,17,162
2025-09-18,Bihar,Gaya,823004,4,23
2025-09-18,Bihar,Gaya,823311,2,64
2025-09-18,Bihar,Gaya,824118,8,71
2025-09-18,Bihar,Gaya,824201,16,187
2025-09-18,Bihar,Gaya,824206,9,146
2025-09-18,Bihar,Gaya,824208,1,14
2025-09-18,Bihar,Gaya,824209,3,38
2025-09-18,Bihar,Gaya,824232,13,258
2025-09-18,Bihar,Gaya,824233,6,80
2025-09-18,Bihar,Gopalganj,841405,2,88
2025-09-18,Bihar,Gopalganj,841425,3,42
2025-09-18,Bihar,Gopalganj,841426,4,95
2025-09-18,Bihar,Gopalganj,841436,2,50
2025-09-18,Bihar,Gopalganj,841437,2,67
2025-09-18,Bihar,Gopalganj,841441,0,10
2025-09-18,Bihar,Gopalganj,841508,0,31
2025-09-18,Bihar,Jamui,811312,2,77
2025-09-18,Bihar,Jamui,811316,1,7
2025-09-18,Bihar,Jamui,811317,5,65
2025-09-18,Bihar,Jehanabad,804403,0,6
2025-09-18,Bihar,Jehanabad,804418,4,45
2025-09-18,Bihar,Jehanabad,804421,1,5
2025-09-18,Bihar,Jehanabad,804432,3,51
2025-09-18,Bihar,Kaimur (Bhabua),821103,5,52
2025-09-18,Bihar,Kaimur (Bhabua),821105,8,67
2025-09-18,Bihar,Kaimur (Bhabua),821109,15,170
2025-09-18,Bihar,Kaimur (Bhabua),821308,0,1
2025-09-18,Bihar,Katihar,853204,0,1
2025-09-18,Bihar,Katihar,854104,5,80
2025-09-18,Bihar,Katihar,854105,8,102
2025-09-18,Bihar,Katihar,854114,2,98
2025-09-18,Bihar,Katihar,854117,2,47
2025-09-18,Bihar,Khagaria,848201,0,5
2025-09-18,Bihar,Khagaria,851203,2,69
2025-09-18,Bihar,Khagaria,851212,6,33
2025-09-18,Bihar,Khagaria,853203,0,5
2025-09-18,Bihar,Kishanganj,855101,9,358
2025-09-18,Bihar,Kishanganj,855106,0,47
2025-09-18,Bihar,Lakhisarai,811202,0,1
2025-09-18,Bihar,Madhepura,852108,1,18
2025-09-18,Bihar,Madhepura,852128,14,98
2025-09-18,Bihar,Madhepura,852210,6,89
2025-09-18,Bihar,Madhubani,843319,0,11
2025-09-18,Bihar,Madhubani,847226,8,97
2025-09-18,Bihar,Madhubani,847236,0,31
2025-09-18,Bihar,Madhubani,847305,0,11
2025-09-18,Bihar,Madhubani,847403,3,34
2025-09-18,Bihar,Madhubani,847409,3,49
2025-09-18,Bihar,Munger,811211,12,153
2025-09-18,Bihar,Munger,811213,5,146
2025-09-18,Bihar,Munger,813201,1,41
2025-09-18,Bihar,Munger,813212,1,43
2025-09-18,Bihar,Munger,813321,6,56
2025-09-18,Bihar,Muzaffarpur,842002,6,89
2025-09-18,Bihar,Muzaffarpur,843106,4,38
2025-09-18,Bihar,Muzaffarpur,843122,4,31
2025-09-18,Bihar,Muzaffarpur,843123,0,54
2025-09-18,Bihar,Muzaffarpur,843124,1,21
2025-09-18,Bihar,Muzaffarpur,843127,2,25
2025-09-18,Bihar,Muzaffarpur,843147,0,3
2025-09-18,Bihar,Muzaffarpur,843153,0,21
2025-09-18,Bihar,Muzaffarpur,844112,4,15
2025-09-18,Bihar,Nalanda,801304,0,52
2025-09-18,Bihar,Nalanda,801305,3,46
2025-09-18,Bihar,Nalanda,803109,3,22
2025-09-18,Bihar,Nalanda,803114,5,157
2025-09-18,Bihar,Nalanda,803117,3,99
2025-09-18,Bihar,Nalanda,803119,4,113
2025-09-18,Bihar,Nalanda,811103,0,13
2025-09-18,Bihar,Nawada,803109,1,4
2025-09-18,Bihar,Nawada,805106,6,75
2025-09-18,Bihar,Nawada,805107,2,91
2025-09-18,Bihar,Nawada,805126,3,31
2025-09-18,Bihar,Nawada,805128,0,9
2025-09-18,Bihar,Nawada,805133,0,1
2025-09-18,Bihar,Patna,800004,1,38
2025-09-18,Bihar,Patna,800008,6,162
2025-09-18,Bihar,Patna,800011,2,31
2025-09-18,Bihar,Patna,800012,1,29
2025-09-18,Bihar,Patna,800023,1,14
2025-09-18,Bihar,Patna,800111,0,22
2025-09-18,Bihar,Patna,801105,2,60
