state,district,date,age_0_5,age_5_17,age_18_greater
Bihar,Kishanganj,2025-09-17,69,12,0
Bihar,Kishanganj,2025-09-18,111,19,0
Bihar,Kishanganj,2025-09-19,74,20,1
Bihar,Kishanganj,2025-09-20,51,23,0
Bihar,Kishanganj,2025-09-21,2,2,0
Bihar,Kishanganj,2025-09-22,68,25,0
Bihar,Kishanganj,2025-09-23,84,30,0
Bihar,Kishanganj,2025-09-24,141,46,0
Bihar,Kishanganj,2025-09-25,127,38,0
Bihar,Kishanganj,2025-09-26,81,17,0
Bihar,Kishanganj,2025-09-27,36,6,0
Bihar,Kishanganj,2025-09-28,17,0,0
Bihar,Kishanganj,2025-09-29,5,5,0
Bihar,Kishanganj,2025-09-30,1,1,0
Bihar,Kishanganj,2025-10-13,236,47,1
Bihar,Kishanganj,2025-10-15,180,27,1
Bihar,Kishanganj,2025-10-16,104,28,1
Bihar,Kishanganj,2025-10-17,273,65,1
Bihar,Kishanganj,2025-10-18,226,47,0
Bihar,Kishanganj,2025-10-19,200,34,0
Bihar,Kishanganj,2025-10-20,66,17,0
Bihar,Kishanganj,2025-10-21,28,11,0
Bihar,Kishanganj,2025-10-22,1,0,0
Bihar,Kishanganj,2025-10-23,1,0,1
Bihar,Kishanganj,2025-10-24,98,44,0
Bihar,Kishanganj,2025-10-25,118,32,0
Bihar,Kishanganj,2025-10-26,49,28,0
Bihar,Kishanganj,2025-10-27,36,20,0
Bihar,Kishanganj,2025-10-28,40,17,0
Bihar,Kishanganj,2025-10-29,28,6,0
Bihar,Kishanganj,2025-10-30,114,35,0
Bihar,Kishanganj,2025-10-31,70,27,0
Bihar,Kishanganj,2025-11-01,11,4,0
Bihar,Kishanganj,2025-11-02,84,21,1
Bihar,Kishanganj,2025-11-03,30,12,0
Bihar,Kishanganj,2025-11-04,1,1,0
Bihar,Kishanganj,2025-11-05,167,41,0
Bihar,Kishanganj,2025-11-06,96,20,1
Bihar,Kishanganj,2025-11-07,53,12,0
Bihar,Kishanganj,2025-11-08,62,19,2
Bihar,Kishanganj,2025-11-09,77,14,1
Bihar,Kishanganj,2025-11-10,79,30,1
Bihar,Kishanganj,2025-11-11,28,20,1
Bihar,Kishanganj,2025-11-12,9,6,0
Bihar,Kishanganj,2025-11-13,12,5,0
Bihar,Kishanganj,2025-11-14,18,7,0
Bihar,Kishanganj,2025-11-15,114,21,1
Bihar,Kishanganj,2025-11-16,35,12,0
Bihar,Kishanganj,2025-11-17,24,9,0
Bihar,Kishanganj,2025-11-18,110,18,2
Bihar,Kishanganj,2025-11-19,217,28,0
Bihar,Kishanganj,2025-11-25,97,18,0
Bihar,Kishanganj,2025-12-15,140,67,2
Bihar,Kishanganj,2025-12-21,50,0,0
Bihar,Kishanganj,2025-12-22,219,6,0
Bihar,Kishanganj,2025-12-23,63,1,0
Bihar,Kishanganj,2025-12-24,33,13,2
Bihar,Kishanganj,2025-12-25,20,30,0
Bihar,Kishanganj,2025-12-26,116,16,0
Bihar,Kishanganj,2025-12-27,74,5,0
Bihar,Kishanganj,2025-12-28,121,10,0
Bihar,Kishanganj,2025-12-29,152,13,0
Bihar,Kishanganj,2025-12-31,205,77,2
Bihar,Kishanganj,2026-01-01,155,59,0
Bihar,Kishanganj,2026-01-02,137,34,0
Bihar,Kishanganj,2026-01-03,20,10,0
Bihar,Lakhisarai,2025-06-01,298,478,10
Bihar,Lakhisarai,2025-06-09,29,60,0
Bihar,Lakhisarai,2025-06-10,31,74,1
Bihar,Lakhisarai,2025-06-11,4,21,0
Bihar,Lakhisarai,2025-06-12,16,30,1
Bihar,Lakhisarai,2025-06-13,20,40,1
Bihar,Lakhisarai,2025-06-14,16,37,1
Bihar,Lakhisarai,2025-06-15,4,13,0
Bihar,Lakhisarai,2025-06-16,22,62,1
Bihar,Lakhisarai,2025-06-17,21,76,5
Bihar,Lakhisarai,2025-06-18,22,38,2
Bihar,Lakhisarai,2025-06-19,34,56,1
Bihar,Lakhisarai,2025-07-01,607,972,29
Bihar,Lakhisarai,2025-09-01,33,51,0
Bihar,Lakhisarai,2025-09-02,28,49,0
Bihar,Lakhisarai,2025-09-03,39,53,2
Bihar,Lakhisarai,2025-09-04,24,17,0
Bihar,Lakhisarai,2025-09-05,6,3,0
Bihar,Lakhisarai,2025-09-06,27,32,0
Bihar,Lakhisarai,2025-09-07,0,2,0
Bihar,Lakhisarai,2025-09-08,49,41,0
Bihar,Lakhisarai,2025-09-09,41,52,1
Bihar,Lakhisarai,2025-09-10,26,46,1
Bihar,Lakhisarai,2025-09-11,18,28,0
Bihar,Lakhisarai,2025-09-12,34,32,0
Bihar,Lakhisarai,2025-09-13,16,21,0
Bihar,Lakhisarai,2025-09-14,6,2,0
Bihar,Lakhisarai,2025-09-15,20,19,0
Bihar,Lakhisarai,2025-09-16,16,21,0
Bihar,Lakhisarai,2025-09-17,6,8,0
Bihar,Lakhisarai,2025-09-18,22,18,1
Bihar,Lakhisarai,2025-09-19,22,21,0
Bihar,Lakhisarai,2025-09-20,6,17,0
Bihar,Lakhisarai,2025-09-21,1,2,0
Bihar,Lakhisarai,2025-09-22,12,12,0
Bihar,Lakhisarai,2025-09-23,6,17,0
Bihar,Lakhisarai,2025-09-24,17,17,0
Bihar,Lakhisarai,2025-09-25,28,19,0
Bihar,Lakhisarai,2025-09-26,16,12,1
Bihar,Lakhisarai,2025-09-27,4,8,0
Bihar,Lakhisarai,2025-09-29,0,2,0
Bihar,Lakhisarai,2025-10-13,43,30,2
Bihar,Lakhisarai,2025-10-15,21,20,5
Bihar,Lakhisarai,2025-10-16,17,10,4
Bihar,Lakhisarai,2025-10-17,21,24,0
Bihar,Lakhisarai,2025-10-18,25,23,2
Bihar,Lakhisarai,2025-10-19,23,16,1
Bihar,Lakhisarai,2025-10-20,4,7,0
Bihar,Lakhisarai,2025-10-21,0,7,0
Bihar,Lakhisarai,2025-10-24,15,12,2
Bihar,Lakhisarai,2025-10-25,23,31,0
Bihar,Lakhisarai,2025-10-26,6,18,0
Bihar,Lakhisarai,2025-10-27,4,14,0
Bihar,Lakhisarai,2025-10-28,9,9,0
Bihar,Lakhisarai,2025-10-29,4,3,0
Bihar,Lakhisarai,2025-10-30,17,26,1
Bihar,Lakhisarai,2025-10-31,14,30,1
Bihar,Lakhisarai,2025-11-01,4,4,0
Bihar,Lakhisarai,2025-11-02,46,54,0
Bihar,Lakhisarai,2025-11-03,12,18,0
Bihar,Lakhisarai,2025-11-05,54,62,0
Bihar,Lakhisarai,2025-11-06,15,18,1
Bihar,Lakhisarai,2025-11-07,8,8,1
Bihar,Lakhisarai,2025-11-08,16,32,0
Bihar,Lakhisarai,2025-11-09,18,15,0
Bihar,Lakhisarai,2025-11-10,42,46,0
Bihar,Lakhisarai,2025-11-11,21,32,1
Bihar,Lakhisarai,2025-11-12,16,30,0
Bihar,Lakhisarai,2025-11-13,18,24,0
Bihar,Lakhisarai,2025-11-14,22,27,0
Bihar,Lakhisarai,2025-11-15,80,86,0
Bihar,Lakhisarai,2025-11-16,30,29,0
Bihar,Lakhisarai,2025-11-17,7,12,0
Bihar,Lakhisarai,2025-11-18,33,35,1
Bihar,Lakhisarai,2025-11-19,111,82,0
Bihar,Lakhisarai,2025-11-25,21,39,0
Bihar,Lakhisarai,2025-12-15,104,136,0
Bihar,Lakhisarai,2025-12-21,18,0,0
Bihar,Lakhisarai,2025-12-22,115,0,0
Bihar,Lakhisarai,2025-12-23,31,1,0
Bihar,Lakhisarai,2025-12-24,24,31,2
Bihar,Lakhisarai,2025-12-25,21,59,0
Bihar,Lakhisarai,2025-12-26,33,30,0
Bihar,Lakhisarai,2025-12-27,17,15,0
Bihar,Lakhisarai,2025-12-28,15,15,0
Bihar,Lakhisarai,2025-12-29,15,24,0
Bihar,Lakhisarai,2025-12-31,28,113,3
Bihar,Lakhisarai,2026-01-01,45,103,5
Bihar,Lakhisarai,2026-01-02,32,72,2
Bihar,Lakhisarai,2026-01-03,1,24,0
Bihar,Madhepura,2025-06-09,59,98,1
Bihar,Madhepura,2025-06-10,74,92,2
Bihar,Madhepura,2025-06-11,23,50,2
Bihar,Madhepura,2025-06-12,44,66,4
Bihar,Madhepura,2025-06-13,26,42,1
Bihar,Madhepura,2025-06-14,35,50,1
Bihar,Madhepura,2025-06-15,9,14,0
Bihar,Madhepura,2025-06-16,47,74,4
Bihar,Madhepura,2025-06-17,57,89,4
Bihar,Madhepura,2025-06-18,36,69,3
Bihar,Madhepura,2025-06-19,60,93,0
Bihar,Madhepura,2025-09-01,75,92,1
Bihar,Madhepura,2025-09-02,100,130,0
Bihar,Madhepura,2025-09-03,83,93,2
Bihar,Madhepura,2025-09-04,71,118,1
Bihar,Madhepura,2025-09-05,33,38,0
Bihar,Madhepura,2025-09-06,66,56,0
Bihar,Madhepura,2025-09-07,15,24,0
Bihar,Madhepura,2025-09-08,76,92,0
Bihar,Madhepura,2025-09-09,83,78,1
Bihar,Madhepura,2025-09-10,86,80,0
Bihar,Madhepura,2025-09-11,44,83,1
Bihar,Madhepura,2025-09-12,67,54,2
Bihar,Madhepura,2025-09-13,35,35,0
Bihar,Madhepura,2025-09-14,7,4,0
Bihar,Madhepura,2025-09-15,35,46,1
Bihar,Madhepura,2025-09-16,33,35,0
Bihar,Madhepura,2025-09-17,18,8,0
Bihar,Madhepura,2025-09-18,51,44,0
Bihar,Madhepura,2025-09-19,43,40,0
Bihar,Madhepura,2025-09-20,42,41,0
Bihar,Madhepura,2025-09-21,5,12,0
Bihar,Madhepura,2025-09-22,50,39,0
Bihar,Madhepura,2025-09-23,61,39,0
Bihar,Madhepura,2025-09-24,67,52,0
Bihar,Madhepura,2025-09-25,58,59,4
Bihar,Madhepura,2025-09-26,45,50,1
Bihar,Madhepura,2025-09-27,11,19,0
Bihar,Madhepura,2025-09-28,6,14,0
Bihar,Madhepura,2025-09-29,2,8,1
Bihar,Madhepura,2025-09-30,0,2,0
Bihar,Madhepura,2025-10-13,159,111,2
Bihar,Madhepura,2025-10-15,98,87,1
Bihar,Madhepura,2025-10-16,51,48,1
Bihar,Madhepura,2025-10-17,163,130,0
Bihar,Madhepura,2025-10-18,99,95,0
Bihar,Madhepura,2025-10-19,99,91,1
Bihar,Madhepura,2025-10-20,30,34,0
Bihar,Madhepura,2025-10-21,4,11,0
Bihar,Madhepura,2025-10-22,1,0,0
Bihar,Madhepura,2025-10-23,0,0,1
Bihar,Madhepura,2025-10-24,32,37,1
Bihar,Madhepura,2025-10-25,73,81,0
Bihar,Madhepura,2025-10-26,16,61,2
Bihar,Madhepura,2025-10-27,17,48,0
Bihar,Madhepura,2025-10-28,21,36,0
Bihar,Madhepura,2025-10-29,19,31,1
Bihar,Madhepura,2025-10-30,42,59,0
Bihar,Madhepura,2025-10-31,38,52,0
Bihar,Madhepura,2025-11-01,10,16,0
Bihar,Madhepura,2025-11-02,83,76,0
Bihar,Madhepura,2025-11-03,24,17,0
Bihar,Madhepura,2025-11-04,0,2,0
Bihar,Madhepura,2025-11-05,130,109,0
Bihar,Madhepura,2025-11-06,36,55,1
Bihar,Madhepura,2025-11-07,19,25,0
Bihar,Madhepura,2025-11-08,47,40,0
Bihar,Madhepura,2025-11-09,40,35,0
Bihar,Madhepura,2025-11-10,76,62,0
Bihar,Madhepura,2025-11-11,43,29,0
Bihar,Madhepura,2025-11-12,45,48,0
Bihar,Madhepura,2025-11-13,26,36,0
Bihar,Madhepura,2025-11-14,34,29,3
Bihar,Madhepura,2025-11-15,100,97,0
Bihar,Madhepura,2025-11-16,24,30,0
Bihar,Madhepura,2025-11-17,13,15,1
Bihar,Madhepura,2025-11-18,53,32,2
Bihar,Madhepura,2025-11-19,157,59,0
Bihar,Madhepura,2025-11-25,54,35,0
Bihar,Madhepura,2025-12-15,210,201,0
Bihar,Madhepura,2025-12-21,44,0,0
Bihar,Madhepura,2025-12-22,270,7,0
Bihar,Madhepura,2025-12-23,80,2,0
Bihar,Madhepura,2025-12-24,47,66,3
Bihar,Madhepura,2025-12-25,47,126,0
Bihar,Madhepura,2025-12-26,99,61,0
Bihar,Madhepura,2025-12-27,60,62,1
Bihar,Madhepura,2025-12-28,127,140,0
Bihar,Madhepura,2025-12-29,73,74,0
Bihar,Madhepura,2025-12-31,182,355,3
Bihar,Madhepura,2026-01-01,155,195,4
Bihar,Madhepura,2026-01-02,120,133,2
Bihar,Madhepura,2026-01-03,9,44,1
Bihar,Madhubani,2025-03-09,18,120,22
Bihar,Madhubani,2025-03-15,15,54,15
Bihar,Madhubani,2025-03-27,13,61,12
Bihar,Madhubani,2025-04-01,388,485,60
Bihar,Madhubani,2025-05-01,874,995,102
Bihar,Madhubani,2025-06-01,876,1379,170
Bihar,Madhubani,2025-06-09,176,189,5
Bihar,Madhubani,2025-06-10,143,197,10
Bihar,Madhubani,2025-06-11,69,93,6
Bihar,Madhubani,2025-06-12,130,138,9
Bihar,Madhubani,2025-06-13,83,122,8
Bihar,Madhubani,2025-06-14,92,141,13
Bihar,Madhubani,2025-06-15,36,39,2
Bihar,Madhubani,2025-06-16,110,217,22
Bihar,Madhubani,2025-06-17,186,278,13
Bihar,Madhubani,2025-06-18,133,169,8
Bihar,Madhubani,2025-06-19,199,260,15
Bihar,Madhubani,2025-07-01,858,1181,102
Bihar,Madhubani,2025-09-01,135,143,4
Bihar,Madhubani,2025-09-02,110,142,6
Bihar,Madhubani,2025-09-03,89,124,7
Bihar,Madhubani,2025-09-04,117,117,3
Bihar,Madhubani,2025-09-05,52,51,1
Bihar,Madhubani,2025-09-06,137,118,4
Bihar,Madhubani,2025-09-07,26,18,0
Bihar,Madhubani,2025-09-08,162,134,9
Bihar,Madhubani,2025-09-09,162,136,3
Bihar,Madhubani,2025-09-10,150,126,3
Bihar,Madhubani,2025-09-11,106,107,1
Bihar,Madhubani,2025-09-12,168,126,2
Bihar,Madhubani,2025-09-13,76,73,0
Bihar,Madhubani,2025-09-14,17,8,0
Bihar,Madhubani,2025-09-15,71,85,3
Bihar,Madhubani,2025-09-16,52,67,0
Bihar,Madhubani,2025-09-17,54,42,1
Bihar,Madhubani,2025-09-18,99,94,1
Bihar,Madhubani,2025-09-19,115,110,1
Bihar,Madhubani,2025-09-20,74,83,1
Bihar,Madhubani,2025-09-21,10,17,0
Bihar,Madhubani,2025-09-22,67,75,2
Bihar,Madhubani,2025-09-23,108,92,2
Bihar,Madhubani,2025-09-24,140,93,3
Bihar,Madhubani,2025-09-25,152,105,9
Bihar,Madhubani,2025-09-26,91,69,2
Bihar,Madhubani,2025-09-27,37,38,5
Bihar,Madhubani,2025-09-28,6,9,6
Bihar,Madhubani,2025-09-29,6,18,5
Bihar,Madhubani,2025-09-30,1,5,2
Bihar,Madhubani,2025-10-13,291,193,8
Bihar,Madhubani,2025-10-15,186,179,7
Bihar,Madhubani,2025-10-16,118,112,10
Bihar,Madhubani,2025-10-17,310,207,4
Bihar,Madhubani,2025-10-18,277,201,11
Bihar,Madhubani,2025-10-19,267,155,17
Bihar,Madhubani,2025-10-20,57,70,0
Bihar,Madhubani,2025-10-21,24,37,0
Bihar,Madhubani,2025-10-22,0,1,0
Bihar,Madhubani,2025-10-23,1,0,2
Bihar,Madhubani,2025-10-24,147,122,17
Bihar,Madhubani,2025-10-25,211,143,8
Bihar,Madhubani,2025-10-26,91,128,10
Bihar,Madhubani,2025-10-27,66,88,8
Bihar,Madhubani,2025-10-28,80,70,3
Bihar,Madhubani,2025-10-29,51,56,0
Bihar,Madhubani,2025-10-30,160,155,9
Bihar,Madhubani,2025-10-31,155,129,21
Bihar,Madhubani,2025-11-01,17,45,8
Bihar,Madhubani,2025-11-02,212,127,0
Bihar,Madhubani,2025-11-03,62,77,6
Bihar,Madhubani,2025-11-05,313,256,8
Bihar,Madhubani,2025-11-06,109,157,8
Bihar,Madhubani,2025-11-07,92,108,7
Bihar,Madhubani,2025-11-08,147,160,1
Bihar,Madhubani,2025-11-09,117,83,0
Bihar,Madhubani,2025-11-10,179,160,3
Bihar,Madhubani,2025-11-11,82,78,5
Bihar,Madhubani,2025-11-12,39,77,4
Bihar,Madhubani,2025-11-13,26,57,0
Bihar,Madhubani,2025-11-14,38,52,3
Bihar,Madhubani,2025-11-15,255,182,4
Bihar,Madhubani,2025-11-16,79,72,4
Bihar,Madhubani,2025-11-17,40,38,2
Bihar,Madhubani,2025-11-18,151,119,4
Bihar,Madhubani,2025-11-19,335,189,0
Bihar,Madhubani,2025-11-25,119,115,5
Bihar,Madhubani,2025-12-15,520,359,3
Bihar,Madhubani,2025-12-21,79,1,0
Bihar,Madhubani,2025-12-22,522,6,0
Bihar,Madhubani,2025-12-23,156,1,0
Bihar,Madhubani,2025-12-24,138,92,3
Bihar,Madhubani,2025-12-25,95,229,1
Bihar,Madhubani,2025-12-26,122,141,0
Bihar,Madhubani,2025-12-27,119,161,1
Bihar,Madhubani,2025-12-28,131,103,0
Bihar,Madhubani,2025-12-29,134,90,0
Bihar,Madhubani,2025-12-31,183,501,24
Bihar,Madhubani,2026-01-01,280,314,7
Bihar,Madhubani,2026-01-02,167,206,10
Bihar,Madhubani,2026-01-03,16,65,1
Bihar,Monghyr,2025-06-10,0,1,0
Bihar,Monghyr,2025-06-12,0,2,0
Bihar,Monghyr,2025-06-13,0,1,0
Bihar,Monghyr,2025-06-14,0,1,0
Bihar,Monghyr,2025-06-15,1,0,0
Bihar,Monghyr,2025-06-16,0,3,0
Bihar,Monghyr,2025-06-17,0,2,0
Bihar,Monghyr,2025-06-18,1,1,0
Bihar,Monghyr,2025-06-19,0,2,0
Bihar,Monghyr,2025-09-02,0,4,0
Bihar,Monghyr,2025-09-05,1,0,0
Bihar,Monghyr,2025-09-06,0,2,0
Bihar,Monghyr,2025-09-11,1,0,0
Bihar,Monghyr,2025-09-12,1,0,0
Bihar,Monghyr,2025-09-13,2,0,0
Bihar,Monghyr,2025-09-19,1,0,0
Bihar,Monghyr,2025-09-20,2,1,0
Bihar,Monghyr,2025-09-23,0,1,0
Bihar,Monghyr,2025-10-13,1,0,0
Bihar,Monghyr,2025-10-15,0,1,0
Bihar,Monghyr,2025-10-17,1,0,0
Bihar,Monghyr,2025-10-18,0,2,0
Bihar,Monghyr,2025-10-24,0,1,0
Bihar,Monghyr,2025-10-26,1,0,0
Bihar,Monghyr,2025-10-31,1,1,0
Bihar,Monghyr,2025-11-02,0,1,0
Bihar,Monghyr,2025-11-05,1,0,0
Bihar,Monghyr,2025-11-07,2,0,0
Bihar,Monghyr,2025-11-08,3,0,0
Bihar,Monghyr,2025-11-09,1,0,0
Bihar,Monghyr,2025-11-13,0,1,0
Bihar,Monghyr,2025-11-15,3,1,0
Bihar,Monghyr,2025-11-16,0,2,0
Bihar,Monghyr,2025-11-17,2,0,0
Bihar,Monghyr,2025-11-18,0,1,0
Bihar,Monghyr,2025-11-19,1,0,0
Bihar,Monghyr,2025-12-15,2,0,0
Bihar,Monghyr,2025-12-21,1,0,0
Bihar,Monghyr,2025-12-25,1,0,0
Bihar,Monghyr,2025-12-31,0,6,0
Bihar,Monghyr,2026-01-01,1,1,0
Bihar,Monghyr,2026-01-02,1,2,0
Bihar,Munger,2025-04-01,191,278,22
Bihar,Munger,2025-06-01,117,279,10
Bihar,Munger,2025-06-09,28,70,0
Bihar,Munger,2025-06-10,30,68,0
Bihar,Munger,2025-06-11,7,25,1
Bihar,Munger,2025-06-12,22,51,3
Bihar,Munger,2025-06-13,18,53,1
Bihar,Munger,2025-06-14,13,46,1
Bihar,Munger,2025-06-15,0,3,1
Bihar,Munger,2025-06-16,16,71,1
Bihar,Munger,2025-06-17,23,73,2
Bihar,Munger,2025-06-18,29,49,0
Bihar,Munger,2025-06-19,32,61,3
Bihar,Munger,2025-07-01,241,445,13
Bihar,Munger,2025-09-01,36,86,1
Bihar,Munger,2025-09-02,44,59,0
Bihar,Munger,2025-09-03,35,61,0
Bihar,Munger,2025-09-04,23,43,0
Bihar,Munger,2025-09-05,4,3,2
Bihar,Munger,2025-09-06,34,54,0
Bihar,Munger,2025-09-07,1,3,1
Bihar,Munger,2025-09-08,26,58,0
Bihar,Munger,2025-09-09,35,52,2
Bihar,Munger,2025-09-10,59,58,2
Bihar,Munger,2025-09-11,28,50,0
Bihar,Munger,2025-09-12,40,38,1
Bihar,Munger,2025-09-13,19,31,0
Bihar,Munger,2025-09-14,3,0,0
Bihar,Munger,2025-09-15,26,30,0
Bihar,Munger,2025-09-16,23,35,0
Bihar,Munger,2025-09-17,13,15,1
Bihar,Munger,2025-09-18,25,49,0
Bihar,Munger,2025-09-19,27,31,0
Bihar,Munger,2025-09-20,31,31,0
Bihar,Munger,2025-09-21,1,0,1
Bihar,Munger,2025-09-22,18,43,0
Bihar,Munger,2025-09-23,26,32,0
Bihar,Munger,2025-09-24,28,40,0
Bihar,Munger,2025-09-25,12,24,0
Bihar,Munger,2025-09-26,15,23,0
Bihar,Munger,2025-09-27,6,13,0
Bihar,Munger,2025-09-29,2,2,0
Bihar,Munger,2025-10-13,46,60,9
Bihar,Munger,2025-10-15,35,43,4
Bihar,Munger,2025-10-16,15,31,6
Bihar,Munger,2025-10-17,51,70,0
Bihar,Munger,2025-10-18,44,47,0
Bihar,Munger,2025-10-19,28,27,0
Bihar,Munger,2025-10-20,7,8,0
Bihar,Munger,2025-10-21,1,2,0
Bihar,Munger,2025-10-24,18,19,2
Bihar,Munger,2025-10-25,35,46,0
Bihar,Munger,2025-10-26,12,20,0
Bihar,Munger,2025-10-27,7,10,0
Bihar,Munger,2025-10-28,16,18,0
Bihar,Munger,2025-10-29,4,6,0
Bihar,Munger,2025-10-30,21,39,0
Bihar,Munger,2025-10-31,32,25,0
Bihar,Munger,2025-11-01,3,6,3
Bihar,Munger,2025-11-02,43,40,1
Bihar,Munger,2025-11-03,7,16,2
Bihar,Munger,2025-11-04,1,1,0
Bihar,Munger,2025-11-05,46,51,1
Bihar,Munger,2025-11-06,8,13,0
Bihar,Munger,2025-11-07,6,6,0
Bihar,Munger,2025-11-08,19,23,1
Bihar,Munger,2025-11-09,12,13,1
Bihar,Munger,2025-11-10,28,49,0
Bihar,Munger,2025-11-11,27,31,0
Bihar,Munger,2025-11-12,11,25,5
Bihar,Munger,2025-11-13,7,25,1
Bihar,Munger,2025-11-14,29,25,1
Bihar,Munger,2025-11-15,72,74,0
Bihar,Munger,2025-11-16,30,30,0
Bihar,Munger,2025-11-17,14,15,0
Bihar,Munger,2025-11-18,37,26,1
Bihar,Munger,2025-11-19,51,50,0
Bihar,Munger,2025-11-25,13,30,4
Bihar,Munger,2025-12-15,98,128,2
Bihar,Munger,2025-12-21,25,0,0
Bihar,Munger,2025-12-22,162,0,0
Bihar,Munger,2025-12-23,29,0,0
Bihar,Munger,2025-12-24,22,33,0
Bihar,Munger,2025-12-25,15,88,0
Bihar,Munger,2025-12-26,28,42,2
Bihar,Munger,2025-12-27,16,30,0
Bihar,Munger,2025-12-28,13,24,0
Bihar,Munger,2025-12-29,9,30,0
Bihar,Munger,2025-12-31,25,154,7
Bihar,Munger,2026-01-01,67,117,6
Bihar,Munger,2026-01-02,24,74,1
Bihar,Munger,2026-01-03,1,34,0
Bihar,Muzaffarpur,2025-03-27,24,40,10
Bihar,Muzaffarpur,2025-04-01,1159,865,65
Bihar,Muzaffarpur,2025-05-01,2161,2046,159
Bihar,Muzaffarpur,2025-06-01,1562,2080,140
Bihar,Muzaffarpur,2025-06-09,152,194,3
Bihar,Muzaffarpur,2025-06-10,197,208,3
Bihar,Muzaffarpur,2025-06-11,100,113,7
Bihar,Muzaffarpur,2025-06-12,103,144,4
Bihar,Muzaffarpur,2025-06-13,108,148,11
Bihar,Muzaffarpur,2025-06-14,92,130,6
Bihar,Muzaffarpur,2025-06-15,83,51,1
Bihar,Muzaffarpur,2025-06-16,130,192,10
Bihar,Muzaffarpur,2025-06-17,168,268,7
Bihar,Muzaffarpur,2025-06-18,120,167,7
Bihar,Muzaffarpur,2025-06-19,200,298,5
Bihar,Muzaffarpur,2025-07-01,892,1217,40
Bihar,Muzaffarpur,2025-09-01,137,176,0
Bihar,Muzaffarpur,2025-09-02,158,164,1
Bihar,Muzaffarpur,2025-09-03,138,129,1
Bihar,Muzaffarpur,2025-09-04,128,120,1
Bihar,Muzaffarpur,2025-09-05,48,59,0
Bihar,Muzaffarpur,2025-09-06,106,149,1
Bihar,Muzaffarpur,2025-09-07,73,33,0
Bihar,Muzaffarpur,2025-09-08,150,124,0
Bihar,Muzaffarpur,2025-09-09,153,121,0
Bihar,Muzaffarpur,2025-09-10,146,109,0
Bihar,Muzaffarpur,2025-09-11,104,140,0
Bihar,Muzaffarpur,2025-09-12,157,131,0
Bihar,Muzaffarpur,2025-09-13,76,62,0
Bihar,Muzaffarpur,2025-09-14,50,26,1
Bihar,Muzaffarpur,2025-09-15,112,111,1
Bihar,Muzaffarpur,2025-09-16,94,90,1
Bihar,Muzaffarpur,2025-09-17,59,53,1
Bihar,Muzaffarpur,2025-09-18,123,116,0
Bihar,Muzaffarpur,2025-09-19,61,99,0
Bihar,Muzaffarpur,2025-09-20,70,108,2
Bihar,Muzaffarpur,2025-09-21,26,34,0
Bihar,Muzaffarpur,2025-09-22,53,91,1
Bihar,Muzaffarpur,2025-09-23,115,92,1
Bihar,Muzaffarpur,2025-09-24,106,108,0
Bihar,Muzaffarpur,2025-09-25,125,102,1
Bihar,Muzaffarpur,2025-09-26,86,88,1
Bihar,Muzaffarpur,2025-09-27,29,34,1
Bihar,Muzaffarpur,2025-09-28,13,10,0
Bihar,Muzaffarpur,2025-09-29,16,34,0
Bihar,Muzaffarpur,2025-09-30,0,4,0
Bihar,Muzaffarpur,2025-10-13,205,168,9
Bihar,Muzaffarpur,2025-10-15,131,134,20
Bihar,Muzaffarpur,2025-10-16,88,100,24
Bihar,Muzaffarpur,2025-10-17,237,166,0
Bihar,Muzaffarpur,2025-10-18,162,176,1
Bihar,Muzaffarpur,2025-10-19,163,135,0
Bihar,Muzaffarpur,2025-10-20,27,62,0
Bihar,Muzaffarpur,2025-10-21,10,19,0
Bihar,Muzaffarpur,2025-10-23,1,0,4
Bihar,Muzaffarpur,2025-10-24,89,83,6
Bihar,Muzaffarpur,2025-10-25,166,137,1
Bihar,Muzaffarpur,2025-10-26,52,130,0
Bihar,Muzaffarpur,2025-10-27,41,71,1
Bihar,Muzaffarpur,2025-10-28,51,45,0
Bihar,Muzaffarpur,2025-10-29,41,21,1
Bihar,Muzaffarpur,2025-10-30,112,89,23
Bihar,Muzaffarpur,2025-10-31,82,93,16
Bihar,Muzaffarpur,2025-11-01,18,32,0
Bihar,Muzaffarpur,2025-11-02,145,93,1
Bihar,Muzaffarpur,2025-11-03,57,60,3
Bihar,Muzaffarpur,2025-11-04,2,1,0
Bihar,Muzaffarpur,2025-11-05,187,157,1
Bihar,Muzaffarpur,2025-11-06,43,82,0
Bihar,Muzaffarpur,2025-11-07,53,57,1
Bihar,Muzaffarpur,2025-11-08,99,105,2
Bihar,Muzaffarpur,2025-11-09,80,94,0
Bihar,Muzaffarpur,2025-11-10,201,144,0
Bihar,Muzaffarpur,2025-11-11,84,87,3
Bihar,Muzaffarpur,2025-11-12,88,148,1
Bihar,Muzaffarpur,2025-11-13,45,113,1
Bihar,Muzaffarpur,2025-11-14,104,117,0
Bihar,Muzaffarpur,2025-11-15,275,218,0
Bihar,Muzaffarpur,2025-11-16,73,95,0
Bihar,Muzaffarpur,2025-11-17,43,53,1
Bihar,Muzaffarpur,2025-11-18,144,123,2
Bihar,Muzaffarpur,2025-11-19,282,171,1
Bihar,Muzaffarpur,2025-11-25,109,118,1
Bihar,Muzaffarpur,2025-12-15,394,322,9
Bihar,Muzaffarpur,2025-12-21,64,1,0
Bihar,Muzaffarpur,2025-12-22,512,0,0
